State,District,tier,positive_1,positive_2,positive_3,negative_1,negative_2,negative_3
Madhya Pradesh,Ashoknagar,Tier I - High Impact Districts,avg_days_per_hh (2.00),persondays_per_hh (1.32),wage_timeliness_pct (0.37),female_literacy_pct (-0.15),agri_worker_pct (-0.10),poverty_log (-0.05)
Madhya Pradesh,Balaghat,Tier I - High Impact Districts,poverty_log (0.40),avg_days_per_hh (0.38),persondays_per_hh (0.22),female_literacy_pct (-0.23),night_lights_log (-0.21),scst_pct (-0.10)
Madhya Pradesh,Barwani,Tier I - High Impact Districts,persondays_per_hh (0.87),avg_days_per_hh (0.75),women_pct (0.57),female_literacy_pct (-0.29),poverty_log (-0.24),agri_worker_pct (-0.05)
Madhya Pradesh,Betul,Tier II - Strong Performing Districts,women_pct (0.51),agri_worker_pct (0.44),poverty_log (0.34),persondays_per_hh (-0.23),scst_pct (-0.04),female_literacy_pct (-0.03)
Madhya Pradesh,Bhind,Tier I - High Impact Districts,avg_days_per_hh (1.76),persondays_per_hh (1.20),female_literacy_pct (0.54),wage_timeliness_pct (-0.11),agri_worker_pct (-0.05),scst_pct (0.05)
Madhya Pradesh,Bhopal,Tier I - High Impact Districts,avg_days_per_hh (1.64),persondays_per_hh (1.10),women_pct (0.36),night_lights_log (-0.32),female_literacy_pct (-0.27),wage_timeliness_pct (-0.14)
Madhya Pradesh,Burhanpur,Tier I - High Impact Districts,persondays_per_hh (0.94),avg_days_per_hh (0.86),women_pct (0.53),poverty_log (-0.26),female_literacy_pct (-0.15),night_lights_log (0.09)
Madhya Pradesh,Chhatarpur,Tier I - High Impact Districts,avg_days_per_hh (1.84),persondays_per_hh (1.31),wage_timeliness_pct (0.37),female_literacy_pct (-0.15),agri_worker_pct (-0.08),poverty_log (-0.05)
Madhya Pradesh,Chhindwara,Tier I - High Impact Districts,avg_days_per_hh (1.50),persondays_per_hh (1.17),female_literacy_pct (0.44),women_pct (-0.17),poverty_log (-0.09),agri_worker_pct (-0.09)
Madhya Pradesh,Damoh,Tier I - High Impact Districts,avg_days_per_hh (1.92),persondays_per_hh (1.32),women_pct (0.25),female_literacy_pct (-0.15),poverty_log (-0.08),agri_worker_pct (-0.01)
Madhya Pradesh,Datia,Tier I - High Impact Districts,avg_days_per_hh (1.87),persondays_per_hh (1.24),women_pct (0.25),wage_timeliness_pct (-0.16),agri_worker_pct (-0.05),poverty_log (0.04)
Madhya Pradesh,Dewas,Tier I - High Impact Districts,avg_days_per_hh (1.98),persondays_per_hh (1.33),wage_timeliness_pct (0.24),female_literacy_pct (-0.22),agri_worker_pct (-0.05),poverty_log (-0.05)
Madhya Pradesh,Dhar,Tier I - High Impact Districts,avg_days_per_hh (1.89),persondays_per_hh (1.32),women_pct (0.28),agri_worker_pct (-0.08),female_literacy_pct (-0.03),poverty_log (-0.02)
Madhya Pradesh,Dindori,Tier I - High Impact Districts,avg_days_per_hh (1.97),persondays_per_hh (1.31),wage_timeliness_pct (0.23),poverty_log (-0.33),female_literacy_pct (-0.07),women_pct (-0.03)
Madhya Pradesh,Guna,Tier I - High Impact Districts,avg_days_per_hh (1.92),persondays_per_hh (1.28),women_pct (0.24),wage_timeliness_pct (-0.12),poverty_log (-0.07),agri_worker_pct (-0.04)
Madhya Pradesh,Gwalior,Tier I - High Impact Districts,avg_days_per_hh (1.55),persondays_per_hh (1.10),female_literacy_pct (0.46),night_lights_log (-0.29),scst_pct (0.11),agri_worker_pct (0.22)
Madhya Pradesh,Harda,Tier I - High Impact Districts,persondays_per_hh (0.90),female_literacy_pct (0.62),women_pct (0.60),agri_worker_pct (-0.10),poverty_log (-0.10),night_lights_log (0.06)
Madhya Pradesh,Indore,Tier I - High Impact Districts,avg_days_per_hh (1.55),persondays_per_hh (1.10),women_pct (0.39),night_lights_log (-0.30),female_literacy_pct (-0.27),scst_pct (0.09)
Madhya Pradesh,Jabalpur,Tier II - Strong Performing Districts,women_pct (0.61),poverty_log (0.26),agri_worker_pct (0.19),night_lights_log (-0.17),persondays_per_hh (-0.16),wage_timeliness_pct (0.01)
Madhya Pradesh,Jhabua,Tier I - High Impact Districts,avg_days_per_hh (1.50),persondays_per_hh (1.17),wage_timeliness_pct (0.28),poverty_log (-0.32),female_literacy_pct (-0.22),women_pct (0.01)
Madhya Pradesh,Katni,Tier I - High Impact Districts,persondays_per_hh (0.88),avg_days_per_hh (0.82),female_literacy_pct (0.33),poverty_log (-0.18),wage_timeliness_pct (-0.16),women_pct (-0.13)
Madhya Pradesh,Khandwa (East Nimar),Tier I - High Impact Districts,persondays_per_hh (0.73),women_pct (0.64),scst_pct (0.21),female_literacy_pct (-0.31),poverty_log (-0.13),wage_timeliness_pct (0.04)
Madhya Pradesh,Khargone (West Nimar),Tier I - High Impact Districts,avg_days_per_hh (1.52),persondays_per_hh (1.14),women_pct (0.31),poverty_log (-0.25),female_literacy_pct (-0.19),wage_timeliness_pct (-0.16)
Madhya Pradesh,Mandla,Tier I - High Impact Districts,avg_days_per_hh (1.27),persondays_per_hh (1.02),night_lights_log (0.21),female_literacy_pct (-0.22),wage_timeliness_pct (-0.16),women_pct (-0.14)
Madhya Pradesh,Mandsaur,Tier I - High Impact Districts,avg_days_per_hh (1.97),persondays_per_hh (1.30),wage_timeliness_pct (0.38),female_literacy_pct (-0.09),agri_worker_pct (-0.05),poverty_log (0.05)
Madhya Pradesh,Morena,Tier I - High Impact Districts,avg_days_per_hh (1.91),persondays_per_hh (1.26),wage_timeliness_pct (0.25),female_literacy_pct (-0.25),agri_worker_pct (-0.01),poverty_log (0.06)
Madhya Pradesh,Narmadapuram,Tier I - High Impact Districts,female_literacy_pct (0.73),persondays_per_hh (0.70),women_pct (0.39),poverty_log (-0.10),agri_worker_pct (-0.10),night_lights_log (-0.01)
Madhya Pradesh,Narsimhapur,Tier I - High Impact Districts,persondays_per_hh (0.83),avg_days_per_hh (0.77),female_literacy_pct (0.62),poverty_log (-0.18),wage_timeliness_pct (-0.14),agri_worker_pct (0.05)
Madhya Pradesh,Neemuch,Tier I - High Impact Districts,avg_days_per_hh (1.60),persondays_per_hh (1.15),wage_timeliness_pct (0.31),female_literacy_pct (-0.26),agri_worker_pct (-0.10),night_lights_log (0.04)
Madhya Pradesh,Panna,Tier IV - Improvement Potential Districts,female_literacy_pct (0.44),avg_days_per_hh (0.26),wage_timeliness_pct (0.11),poverty_log (-0.20),night_lights_log (-0.08),women_pct (0.00)
Madhya Pradesh,Raisen,Tier I - High Impact Districts,persondays_per_hh (0.90),avg_days_per_hh (0.80),female_literacy_pct (0.60),poverty_log (-0.13),agri_worker_pct (-0.07),scst_pct (0.08)
Madhya Pradesh,Rajgarh,Tier I - High Impact Districts,avg_days_per_hh (1.78),persondays_per_hh (1.30),women_pct (0.35),agri_worker_pct (-0.09),poverty_log (-0.05),female_literacy_pct (0.01)
Madhya Pradesh,Ratlam,Tier I - High Impact Districts,avg_days_per_hh (1.55),persondays_per_hh (1.20),women_pct (0.28),female_literacy_pct (-0.17),agri_worker_pct (-0.07),poverty_log (-0.03)
Madhya Pradesh,Rewa,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.37),agri_worker_pct (0.36),persondays_per_hh (0.29),female_literacy_pct (-0.15),poverty_log (-0.01),scst_pct (-0.01)
Madhya Pradesh,Sagar,Tier I - High Impact Districts,persondays_per_hh (0.94),avg_days_per_hh (0.84),female_literacy_pct (0.66),poverty_log (-0.15),wage_timeliness_pct (-0.13),agri_worker_pct (-0.06)
Madhya Pradesh,Satna,Tier I - High Impact Districts,avg_days_per_hh (1.37),persondays_per_hh (1.09),female_literacy_pct (0.54),wage_timeliness_pct (-0.15),poverty_log (-0.08),agri_worker_pct (-0.07)
Madhya Pradesh,Sehore,Tier I - High Impact Districts,avg_days_per_hh (1.59),persondays_per_hh (1.19),wage_timeliness_pct (0.42),female_literacy_pct (-0.25),agri_worker_pct (-0.09),poverty_log (-0.05)
Madhya Pradesh,Seoni,Tier I - High Impact Districts,persondays_per_hh (0.95),avg_days_per_hh (0.88),female_literacy_pct (0.54),women_pct (-0.17),poverty_log (-0.12),night_lights_log (0.08)
Madhya Pradesh,Shahdol,Tier II - Strong Performing Districts,avg_days_per_hh (0.93),women_pct (0.51),poverty_log (0.26),female_literacy_pct (0.04),scst_pct (0.09),night_lights_log (0.10)
Madhya Pradesh,Shajapur,Tier I - High Impact Districts,avg_days_per_hh (1.92),persondays_per_hh (1.30),wage_timeliness_pct (0.39),female_literacy_pct (-0.19),agri_worker_pct (-0.06),poverty_log (-0.05)
Madhya Pradesh,Sheopur,Tier I - High Impact Districts,avg_days_per_hh (1.96),persondays_per_hh (1.30),wage_timeliness_pct (0.24),female_literacy_pct (-0.16),agri_worker_pct (-0.11),poverty_log (-0.03)
Madhya Pradesh,Shivpuri,Tier I - High Impact Districts,avg_days_per_hh (1.94),persondays_per_hh (1.27),wage_timeliness_pct (0.32),female_literacy_pct (-0.06),agri_worker_pct (-0.05),poverty_log (0.03)
Madhya Pradesh,Sidhi,Tier I - High Impact Districts,persondays_per_hh (0.85),avg_days_per_hh (0.72),women_pct (0.57),female_literacy_pct (-0.30),poverty_log (-0.23),wage_timeliness_pct (-0.20)
Madhya Pradesh,Singrauli,Tier I - High Impact Districts,persondays_per_hh (0.73),women_pct (0.60),scst_pct (0.20),wage_timeliness_pct (-0.13),poverty_log (-0.11),agri_worker_pct (-0.07)
Madhya Pradesh,Tikamgarh,Tier I - High Impact Districts,avg_days_per_hh (1.88),persondays_per_hh (1.29),women_pct (0.22),agri_worker_pct (-0.07),poverty_log (-0.05),female_literacy_pct (0.03)
Madhya Pradesh,Ujjain,Tier I - High Impact Districts,avg_days_per_hh (1.80),persondays_per_hh (1.24),women_pct (0.31),agri_worker_pct (-0.04),wage_timeliness_pct (-0.01),poverty_log (0.04)
Madhya Pradesh,Umaria,Tier I - High Impact Districts,poverty_log (0.48),avg_days_per_hh (0.38),women_pct (0.33),agri_worker_pct (-0.09),wage_timeliness_pct (-0.06),night_lights_log (-0.06)
Maharashtra,Ahilyanagar,Tier II - Strong Performing Districts,avg_days_per_hh (1.00),persondays_per_hh (0.53),women_pct (0.47),night_lights_log (-0.03),female_literacy_pct (-0.02),poverty_log (0.09)
Maharashtra,Akola,Tier II - Strong Performing Districts,avg_days_per_hh (1.00),persondays_per_hh (0.51),women_pct (0.35),agri_worker_pct (-0.35),female_literacy_pct (-0.07),night_lights_log (-0.03)
Maharashtra,Amravati,Tier I - High Impact Districts,avg_days_per_hh (1.84),persondays_per_hh (1.25),women_pct (0.29),wage_timeliness_pct (-0.12),poverty_log (-0.08),female_literacy_pct (-0.06)
Maharashtra,Beed,Tier I - High Impact Districts,avg_days_per_hh (1.42),persondays_per_hh (1.17),female_literacy_pct (0.41),scst_pct (-0.11),agri_worker_pct (-0.10),poverty_log (0.05)
Maharashtra,Bhandara,Tier II - Strong Performing Districts,avg_days_per_hh (0.87),persondays_per_hh (0.49),poverty_log (0.24),women_pct (-0.54),agri_worker_pct (-0.44),night_lights_log (0.01)
Maharashtra,Buldhana,Tier II - Strong Performing Districts,avg_days_per_hh (0.98),persondays_per_hh (0.51),women_pct (0.43),agri_worker_pct (-0.29),night_lights_log (0.06),female_literacy_pct (0.06)
Maharashtra,Chandrapur,Tier II - Strong Performing Districts,avg_days_per_hh (0.93),persondays_per_hh (0.48),women_pct (0.44),scst_pct (-0.13),female_literacy_pct (0.03),night_lights_log (0.06)
Maharashtra,Chhatrapati Sambhajinagar,Tier IV - Improvement Potential Districts,women_pct (0.43),avg_days_per_hh (0.35),agri_worker_pct (0.27),female_literacy_pct (-0.13),night_lights_log (-0.10),wage_timeliness_pct (-0.06)
Maharashtra,Dharashiv,Tier I - High Impact Districts,persondays_per_hh (0.76),women_pct (0.59),female_literacy_pct (0.54),poverty_log (-0.06),agri_worker_pct (-0.06),night_lights_log (-0.01)
Maharashtra,Dhule,Tier II - Strong Performing Districts,avg_days_per_hh (0.93),women_pct (0.62),persondays_per_hh (0.48),agri_worker_pct (-0.16),scst_pct (-0.15),female_literacy_pct (-0.11)
Maharashtra,Gadchiroli,Tier II - Strong Performing Districts,avg_days_per_hh (0.85),women_pct (0.48),persondays_per_hh (0.41),scst_pct (-0.26),female_literacy_pct (-0.19),night_lights_log (0.02)
Maharashtra,Gondia,Tier II - Strong Performing Districts,avg_days_per_hh (0.98),persondays_per_hh (0.53),poverty_log (0.36),women_pct (-0.20),female_literacy_pct (-0.01),night_lights_log (0.02)
Maharashtra,Hingoli,Tier IV - Improvement Potential Districts,women_pct (0.59),avg_days_per_hh (0.53),scst_pct (0.25),agri_worker_pct (-0.30),female_literacy_pct (-0.08),night_lights_log (0.02)
Maharashtra,Jalgaon,Tier II - Strong Performing Districts,avg_days_per_hh (1.03),persondays_per_hh (0.54),women_pct (0.37),agri_worker_pct (-0.31),female_literacy_pct (-0.01),night_lights_log (0.01)
Maharashtra,Jalna,Tier II - Strong Performing Districts,avg_days_per_hh (0.89),persondays_per_hh (0.45),women_pct (0.39),female_literacy_pct (-0.07),scst_pct (-0.02),wage_timeliness_pct (0.00)
Maharashtra,Kolhapur,Tier II - Strong Performing Districts,avg_days_per_hh (1.05),persondays_per_hh (0.59),women_pct (0.28),agri_worker_pct (-0.01),female_literacy_pct (0.02),night_lights_log (0.03)
Maharashtra,Latur,Tier I - High Impact Districts,persondays_per_hh (0.74),female_literacy_pct (0.66),women_pct (0.54),agri_worker_pct (-0.09),poverty_log (0.01),night_lights_log (0.05)
Maharashtra,Mumbai,Tier II - Strong Performing Districts,avg_days_per_hh (0.77),persondays_per_hh (0.44),women_pct (0.34),poverty_log (-0.60),agri_worker_pct (-0.37),night_lights_log (-0.28)
Maharashtra,Nagpur,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.40),scst_pct (0.28),agri_worker_pct (0.19),female_literacy_pct (-0.14),persondays_per_hh (-0.11),night_lights_log (-0.06)
Maharashtra,Nanded,Tier II - Strong Performing Districts,avg_days_per_hh (0.51),women_pct (0.48),scst_pct (0.27),agri_worker_pct (-0.27),night_lights_log (0.00),female_literacy_pct (0.01)
Maharashtra,Nandurbar,Tier II - Strong Performing Districts,avg_days_per_hh (0.95),women_pct (0.57),persondays_per_hh (0.49),agri_worker_pct (-0.37),poverty_log (-0.35),scst_pct (0.01)
Maharashtra,Nashik,Tier II - Strong Performing Districts,avg_days_per_hh (1.00),persondays_per_hh (0.54),agri_worker_pct (0.35),scst_pct (-0.19),night_lights_log (0.02),female_literacy_pct (0.02)
Maharashtra,Parbhani,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.55),persondays_per_hh (0.34),women_pct (0.25),female_literacy_pct (-0.11),wage_timeliness_pct (-0.07),night_lights_log (-0.06)
Maharashtra,Pune,Tier IV - Improvement Potential Districts,night_lights_log (0.27),women_pct (0.20),poverty_log (0.11),avg_days_per_hh (-0.08),wage_timeliness_pct (-0.02),persondays_per_hh (0.02)
Maharashtra,Raigad,Tier II - Strong Performing Districts,avg_days_per_hh (1.01),persondays_per_hh (0.58),women_pct (0.27),night_lights_log (-0.05),female_literacy_pct (-0.04),agri_worker_pct (0.02)
Maharashtra,Ratnagiri,Tier II - Strong Performing Districts,avg_days_per_hh (0.99),persondays_per_hh (0.56),women_pct (0.37),agri_worker_pct (-0.01),female_literacy_pct (-0.00),night_lights_log (0.07)
Maharashtra,Sangli,Tier II - Strong Performing Districts,avg_days_per_hh (0.85),women_pct (0.55),persondays_per_hh (0.31),female_literacy_pct (0.01),night_lights_log (0.03),wage_timeliness_pct (0.06)
Maharashtra,Satara,Tier II - Strong Performing Districts,avg_days_per_hh (1.02),persondays_per_hh (0.56),women_pct (0.39),female_literacy_pct (-0.05),wage_timeliness_pct (0.00),night_lights_log (0.04)
Maharashtra,Sindhudurg,Tier II - Strong Performing Districts,avg_days_per_hh (1.00),persondays_per_hh (0.59),women_pct (0.52),female_literacy_pct (-0.06),agri_worker_pct (-0.02),poverty_log (0.09)
Maharashtra,Solapur,Tier II - Strong Performing Districts,avg_days_per_hh (1.05),women_pct (0.55),persondays_per_hh (0.55),female_literacy_pct (-0.08),night_lights_log (-0.01),wage_timeliness_pct (0.10)
Maharashtra,Thane,Tier II - Strong Performing Districts,avg_days_per_hh (0.95),persondays_per_hh (0.47),women_pct (0.34),agri_worker_pct (-0.15),night_lights_log (-0.08),female_literacy_pct (-0.04)
Maharashtra,Wardha,Tier I - High Impact Districts,persondays_per_hh (0.94),avg_days_per_hh (0.75),women_pct (0.40),wage_timeliness_pct (-0.13),female_literacy_pct (0.08),scst_pct (0.09)
Maharashtra,Washim,Tier II - Strong Performing Districts,avg_days_per_hh (0.92),women_pct (0.54),persondays_per_hh (0.46),agri_worker_pct (-0.35),night_lights_log (0.04),female_literacy_pct (0.06)
Maharashtra,Yavatmal,Tier II - Strong Performing Districts,agri_worker_pct (0.54),avg_days_per_hh (0.48),persondays_per_hh (0.28),women_pct (-0.25),female_literacy_pct (-0.20),wage_timeliness_pct (-0.12)
Manipur,Bishnupur,Tier V - Special Challenge Districts,wage_timeliness_pct (2.90),persondays_per_hh (0.38),avg_days_per_hh (0.27),scst_pct (-0.09),agri_worker_pct (-0.05),female_literacy_pct (0.04)
Manipur,Chandel,Tier II - Strong Performing Districts,avg_days_per_hh (0.67),women_pct (0.45),persondays_per_hh (0.25),agri_worker_pct (-0.18),female_literacy_pct (-0.11),scst_pct (-0.07)
Manipur,Churachandpur,Tier II - Strong Performing Districts,avg_days_per_hh (0.88),persondays_per_hh (0.42),night_lights_log (0.26),poverty_log (-0.30),scst_pct (-0.09),agri_worker_pct (-0.07)
Manipur,Imphal East,Tier II - Strong Performing Districts,avg_days_per_hh (0.91),persondays_per_hh (0.44),women_pct (0.38),agri_worker_pct (-0.24),night_lights_log (-0.06),scst_pct (-0.05)
Manipur,Imphal West,Tier III - Inclusive Development Districts,women_pct (2.46),avg_days_per_hh (0.50),persondays_per_hh (0.19),wage_timeliness_pct (-0.48),agri_worker_pct (-0.20),poverty_log (0.00)
Manipur,Senapati,Tier II - Strong Performing Districts,avg_days_per_hh (0.87),persondays_per_hh (0.43),women_pct (0.40),poverty_log (-0.29),female_literacy_pct (-0.08),agri_worker_pct (-0.07)
Manipur,Tamenglong,Tier II - Strong Performing Districts,avg_days_per_hh (0.79),persondays_per_hh (0.40),women_pct (0.25),poverty_log (-0.27),agri_worker_pct (-0.26),female_literacy_pct (-0.15)
Manipur,Thoubal,Tier III - Inclusive Development Districts,women_pct (3.15),avg_days_per_hh (0.55),night_lights_log (0.24),wage_timeliness_pct (-0.47),poverty_log (-0.05),agri_worker_pct (0.02)
Manipur,Ukhrul,Tier II - Strong Performing Districts,avg_days_per_hh (0.97),persondays_per_hh (0.56),women_pct (0.20),poverty_log (-0.29),scst_pct (-0.18),female_literacy_pct (-0.02)
Meghalaya,East Garo Hills,Tier I - High Impact Districts,avg_days_per_hh (1.76),persondays_per_hh (1.26),female_literacy_pct (0.43),poverty_log (-0.31),wage_timeliness_pct (-0.05),night_lights_log (0.08)
Meghalaya,East Khasi Hills,Tier III - Inclusive Development Districts,women_pct (3.38),female_literacy_pct (0.40),persondays_per_hh (0.07),poverty_log (-0.23),scst_pct (-0.06),night_lights_log (-0.04)
Meghalaya,Ri Bhoi,Tier IV - Improvement Potential Districts,poverty_log (0.75),women_pct (0.39),avg_days_per_hh (0.28),female_literacy_pct (-0.18),wage_timeliness_pct (-0.03),night_lights_log (-0.01)
Meghalaya,South Garo Hills,Tier I - High Impact Districts,avg_days_per_hh (1.56),persondays_per_hh (1.14),female_literacy_pct (0.36),wage_timeliness_pct (-1.20),poverty_log (-0.25),night_lights_log (0.04)
Meghalaya,West Garo Hills,Tier I - High Impact Districts,avg_days_per_hh (1.17),persondays_per_hh (1.01),women_pct (0.42),poverty_log (-0.24),wage_timeliness_pct (-0.15),female_literacy_pct (0.10)
Meghalaya,West Jaintia Hills,Tier III - Inclusive Development Districts,women_pct (3.34),avg_days_per_hh (0.30),agri_worker_pct (0.22),night_lights_log (-0.63),poverty_log (-0.09),female_literacy_pct (-0.06)
Meghalaya,West Khasi Hills,Tier IV - Improvement Potential Districts,poverty_log (0.85),women_pct (0.68),avg_days_per_hh (0.37),female_literacy_pct (-0.19),wage_timeliness_pct (-0.02),night_lights_log (-0.00)
Mizoram,Aizawl,Tier I - High Impact Districts,avg_days_per_hh (1.82),persondays_per_hh (1.26),night_lights_log (0.17),women_pct (-0.29),wage_timeliness_pct (-0.06),female_literacy_pct (-0.01)
Mizoram,Champhai,Tier I - High Impact Districts,avg_days_per_hh (1.74),persondays_per_hh (1.21),scst_pct (0.14),night_lights_log (-0.23),wage_timeliness_pct (-0.08),women_pct (-0.07)
Mizoram,Kolasib,Tier I - High Impact Districts,avg_days_per_hh (1.80),persondays_per_hh (1.27),agri_worker_pct (0.19),women_pct (-0.12),wage_timeliness_pct (-0.06),poverty_log (-0.04)
Mizoram,Lawngtlai,Tier I - High Impact Districts,avg_days_per_hh (1.75),persondays_per_hh (1.21),women_pct (0.37),night_lights_log (-0.42),female_literacy_pct (-0.15),wage_timeliness_pct (-0.12)
Mizoram,Lunglei,Tier I - High Impact Districts,avg_days_per_hh (1.70),persondays_per_hh (1.20),wage_timeliness_pct (0.26),night_lights_log (-0.36),women_pct (-0.10),female_literacy_pct (0.00)
Mizoram,Mamit,Tier I - High Impact Districts,avg_days_per_hh (1.75),persondays_per_hh (1.19),scst_pct (0.13),night_lights_log (-0.34),women_pct (-0.28),female_literacy_pct (-0.21)
Mizoram,Serchhip,Tier I - High Impact Districts,avg_days_per_hh (1.69),persondays_per_hh (1.20),poverty_log (0.27),night_lights_log (-0.23),wage_timeliness_pct (-0.05),women_pct (-0.03)
Mizoram,Siaha,Tier I - High Impact Districts,avg_days_per_hh (1.71),persondays_per_hh (1.20),women_pct (0.34),night_lights_log (-0.25),wage_timeliness_pct (-0.05),poverty_log (-0.03)
Nagaland,Dimapur,Tier V - Special Challenge Districts,wage_timeliness_pct (3.99),agri_worker_pct (0.66),avg_days_per_hh (0.39),night_lights_log (0.03),female_literacy_pct (0.03),scst_pct (0.06)
Nagaland,Kiphire,Tier V - Special Challenge Districts,wage_timeliness_pct (3.90),agri_worker_pct (0.70),persondays_per_hh (0.23),poverty_log (-0.10),female_literacy_pct (0.01),scst_pct (0.07)
Nagaland,Kohima,Tier V - Special Challenge Districts,wage_timeliness_pct (3.98),agri_worker_pct (0.64),avg_days_per_hh (0.37),female_literacy_pct (0.03),night_lights_log (0.04),scst_pct (0.08)
Nagaland,Longleng,Tier V - Special Challenge Districts,wage_timeliness_pct (3.95),agri_worker_pct (0.63),avg_days_per_hh (0.37),poverty_log (-0.10),female_literacy_pct (0.04),scst_pct (0.08)
Nagaland,Mokokchung,Tier V - Special Challenge Districts,wage_timeliness_pct (3.94),poverty_log (0.08),night_lights_log (0.06),persondays_per_hh (-0.56),avg_days_per_hh (-0.39),agri_worker_pct (-0.08)
Nagaland,Mon,Tier V - Special Challenge Districts,wage_timeliness_pct (3.92),agri_worker_pct (0.64),avg_days_per_hh (0.39),poverty_log (-0.10),female_literacy_pct (-0.08),night_lights_log (0.07)
Nagaland,Peren,Tier V - Special Challenge Districts,wage_timeliness_pct (3.93),agri_worker_pct (0.64),avg_days_per_hh (0.39),poverty_log (-0.10),night_lights_log (0.01),female_literacy_pct (0.03)
Nagaland,Phek,Tier V - Special Challenge Districts,wage_timeliness_pct (3.98),agri_worker_pct (0.63),avg_days_per_hh (0.37),female_literacy_pct (0.03),poverty_log (0.07),scst_pct (0.08)
Nagaland,Tuensang,Tier V - Special Challenge Districts,wage_timeliness_pct (3.95),agri_worker_pct (0.63),avg_days_per_hh (0.37),poverty_log (-0.10),female_literacy_pct (0.04),scst_pct (0.08)
Nagaland,Wokha,Tier V - Special Challenge Districts,wage_timeliness_pct (3.96),agri_worker_pct (0.64),avg_days_per_hh (0.41),poverty_log (-0.10),female_literacy_pct (0.03),night_lights_log (0.07)
Nagaland,Zunheboto,Tier V - Special Challenge Districts,wage_timeliness_pct (3.96),agri_worker_pct (0.65),avg_days_per_hh (0.39),poverty_log (-0.10),female_literacy_pct (0.03),night_lights_log (0.05)
Odisha,Angul,Tier IV - Improvement Potential Districts,scst_pct (0.37),avg_days_per_hh (0.36),women_pct (0.30),poverty_log (-0.26),female_literacy_pct (-0.08),night_lights_log (-0.03)
Odisha,Balangir,Tier I - High Impact Districts,persondays_per_hh (0.89),avg_days_per_hh (0.79),women_pct (0.49),female_literacy_pct (-0.24),agri_worker_pct (-0.12),poverty_log (-0.12)
Odisha,Balasore,Tier II - Strong Performing Districts,avg_days_per_hh (0.89),women_pct (0.47),persondays_per_hh (0.43),scst_pct (-0.26),female_literacy_pct (-0.07),wage_timeliness_pct (0.00)
Odisha,Bargarh,Tier II - Strong Performing Districts,agri_worker_pct (0.46),avg_days_per_hh (0.39),poverty_log (0.25),scst_pct (-0.22),female_literacy_pct (-0.17),wage_timeliness_pct (-0.02)
Odisha,Bhadrak,Tier II - Strong Performing Districts,avg_days_per_hh (0.98),women_pct (0.51),persondays_per_hh (0.46),poverty_log (-0.09),night_lights_log (-0.01),female_literacy_pct (0.00)
Odisha,Boudh,Tier IV - Improvement Potential Districts,poverty_log (0.87),scst_pct (0.32),avg_days_per_hh (0.30),women_pct (-0.33),female_literacy_pct (-0.13),agri_worker_pct (-0.00)
Odisha,Cuttack,Tier IV - Improvement Potential Districts,poverty_log (0.84),wage_timeliness_pct (0.29),night_lights_log (0.15),scst_pct (-0.20),avg_days_per_hh (-0.04),persondays_per_hh (-0.04)
Odisha,Deogarh,Tier IV - Improvement Potential Districts,poverty_log (0.72),women_pct (0.49),avg_days_per_hh (0.34),female_literacy_pct (-0.09),wage_timeliness_pct (-0.05),agri_worker_pct (-0.03)
Odisha,Dhenkanal,Tier IV - Improvement Potential Districts,poverty_log (0.82),wage_timeliness_pct (0.41),women_pct (0.32),avg_days_per_hh (-0.38),persondays_per_hh (-0.09),night_lights_log (-0.07)
Odisha,Gajapati,Tier IV - Improvement Potential Districts,poverty_log (0.70),women_pct (0.35),avg_days_per_hh (0.26),night_lights_log (-0.03),scst_pct (-0.02),agri_worker_pct (0.00)
Odisha,Ganjam,Tier I - High Impact Districts,avg_days_per_hh (1.87),persondays_per_hh (1.23),female_literacy_pct (0.43),women_pct (-0.14),agri_worker_pct (-0.06),poverty_log (0.01)
Odisha,Jagatsinghapur,Tier II - Strong Performing Districts,avg_days_per_hh (1.00),persondays_per_hh (0.53),women_pct (0.47),female_literacy_pct (-0.13),night_lights_log (-0.10),agri_worker_pct (0.05)
Odisha,Jajpur,Tier IV - Improvement Potential Districts,poverty_log (0.83),scst_pct (0.53),wage_timeliness_pct (0.32),avg_days_per_hh (-0.07),persondays_per_hh (-0.04),agri_worker_pct (-0.03)
Odisha,Jharsuguda,Tier I - High Impact Districts,persondays_per_hh (0.85),women_pct (0.66),wage_timeliness_pct (0.37),poverty_log (-0.13),night_lights_log (-0.09),scst_pct (0.16)
Odisha,Kalahandi,Tier II - Strong Performing Districts,avg_days_per_hh (0.91),female_literacy_pct (0.54),women_pct (0.42),poverty_log (-0.05),scst_pct (0.07),agri_worker_pct (0.08)
Odisha,Kandhamal,Tier I - High Impact Districts,avg_days_per_hh (2.02),persondays_per_hh (1.27),wage_timeliness_pct (0.21),poverty_log (-0.41),women_pct (-0.21),agri_worker_pct (-0.10)
Odisha,Kendrapara,Tier II - Strong Performing Districts,avg_days_per_hh (1.08),persondays_per_hh (0.57),scst_pct (0.30),female_literacy_pct (-0.10),poverty_log (-0.05),night_lights_log (0.04)
