fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,May,26,PUNJAB,2609,PATIALA,340984,202.21174241469,12,47,9.925669901,737,345,2693,341021,227588,85076,0,0,26.52953,726.039706001,27321,29821,81552,127681,0,110526,164572,3430,689.5845061,226557,22,70.35,71.67,105.41,NA
2019-2020,May,26,PUNJAB,2616,MUKATSAR,144610,310.631902358066,9,56,46.745839651,193,35,3277,144610,119675,125233,39,48,17.56355,513.514183651,15054,19395,66363,145561,1,90215,185177,3470,449.204794,87592,40,52.02,49.83,112.53,NA
2019-2020,May,26,PUNJAB,2618,FATEHGARH SAHIB,267321,247.442406058862,14,125,0,216,20,1646,267641,207777,42530,0,0,18.31729,680.57462,18380,19582,32937,54719,1,49234,77030,1862,662.25733,201956,13,43.89,61,100.12,NA
2019-2020,April,26,PUNJAB,2601,GURDASPUR,84347,226.754636689244,13,6,260.7314393,186,814,1714,84597,11251,10682,24,37,0,452.5590593,6316,6463,48968,57735,0,87319,104411,1900,191.82762,24688,18,70.54,56.55,124.03,NA
2019-2020,April,26,PUNJAB,2602,AMRITSAR,83264,238.085018735588,12,18,0,195,448,1878,83264,61550,61710,13,30,1.64392,199.88303,6776,7172,49810,77912,1,120444,193350,2073,198.23911,32207,10,47.99,53.01,101.72,NA
2019-2020,April,26,PUNJAB,2603,FEROZEPUR                 ,130457,247.37189955311,12,19,218.0385143,217,422,2971,130457,104105,90492,119,38,5.33912,546.0915933,10433,12320,61494,108641,0,107720,180068,3188,322.713959,56881,34,45.01,48.54,106.44,NA
2019-2020,April,26,PUNJAB,2606,KAPURTHALA,109273,184.398030620556,10,6,4.152014182,90,173,1594,109273,94185,36955,199,66,6.0782,211.727474182,10181,10899,28256,43549,0,37826,58239,1684,201.49726,77425,9,35.06,44.9,100.7,NA
2019-2020,April,26,PUNJAB,2618,FATEHGARH SAHIB,114015,239.253002142826,9,91,0,117,60,1625,114335,89226,42498,0,0,7.17576,280.72568,11803,12294,32885,54654,0,49166,76961,1742,273.54992,85795,13,41.38,55.58,100.28,NA
2019-2020,April,26,PUNJAB,2621,BARNALA,38476,244.182389021728,10,14,0,175,69,325,38476,34804,37759,24,17,7.31704,101.268656,3763,4020,25046,41855,0,32613,52652,500,93.951616,26847,25,46.92,41.85,108.05,NA
2019-2020,June,26,PUNJAB,2608,ROPAR,181139,211.496738029911,19,21,285.04919082,256,123,1511,181139,114173,20829,166,37,15.54493,683.69719712,9464,10159,22023,35673,1,41964,63536,1767,383.1030763,123138,21,26.17,54.87,100.95,NA
2019-2020,June,26,PUNJAB,2609,PATIALA,564816,229.082097151841,15,68,43.598967267,1260,232,2388,564189,368459,85939,0,0,41.22272,1377.277680367,36369,40600,83157,129745,3,113318,168037,3648,1292.4559931,372566,21,69.5,73.47,103.55,NA
2019-2020,March,26,PUNJAB,2611,BHATINDA                  ,1158855,249.162538270886,26,950,557.580006781,1854,5,1967,1229786,987688,94939,0,0,182.75121,3804.497229681,47132,57972,62777,116935,266,100455,171643,3821,3064.1660129,823128,17,52.51,61.76,101.03,NA
2019-2020,Aug,26,PUNJAB,2608,ROPAR,383126,237.377422606495,26,28,285.04919082,557,37,1481,355650,215328,21199,338,37,36.94071,1166.22270432,13399,14574,22814,36613,24,43187,64968,2038,844.2328035,239532,18,21.59,61.33,100.59,NA
2019-2020,Aug,26,PUNJAB,2610,SANGRUR,665198,237.627292615561,17,46,443.488805684,500,23,3320,630339,517909,85613,340,63,68.66344,2010.009745684,35931,39985,66636,105573,50,97901,145388,3820,1497.8575,399783,13,45.85,74.43,103.92,NA
2019-2020,Aug,26,PUNJAB,2618,FATEHGARH SAHIB,758193,247.879888135958,29,153,0,771,2,1593,697275,538523,42915,0,0,44.52595,1772.93044,23510,26034,33647,55555,41,50269,78267,2364,1728.40449,522136,10,36.55,66.38,100.13,NA
2019-2020,Aug,26,PUNJAB,2619,SAS NAGAR MOHALI,177088,233.595109941007,19,17,0,305,39,571,164088,65770,14075,42,2,40.05815,423.359694,8426,9198,18546,27921,16,34716,53380,876,383.301544,105298,36,29.09,73.22,106.2,NA
2019-2020,Aug,26,PUNJAB,2620,TARN TARAN,319273,245.669353275332,25,37,86.3557368,403,72,916,340454,168945,53481,156,27,27.47195,950.2188268,13289,18626,46591,80967,152,114370,192634,1319,836.39114,124468,33,63.11,73.23,123.16,NA
2019-2020,Dec,26,PUNJAB,2602,AMRITSAR,1002883,241.702594675045,28,71,59.086831688,1808,38,1588,846580,608647,64428,421,33,84.11405,2189.406707688,29572,32338,54005,82537,144,125900,199333,3396,2046.205826,349283,7,43.91,63.17,102.7,NA
2019-2020,Dec,26,PUNJAB,2604,LUDHIANA,2013377,234.01252753148,32,47,762.687075035,1589,26,3541,1800666,1460551,91586,64,3,185.97835,5162.449444035,54569,59327,77219,111112,270,136031,185544,5130,4213.784019,1346188,9,34.12,55.2,106.52,NA
2019-2020,Dec,26,PUNJAB,2605,JALANDHAR,598160,234.055072942862,27,25,68.098295774,1064,11,2103,642215,600464,53516,0,0,85.14599,1656.381072474,23083,25239,39141,57318,101,66159,95909,3167,1503.1367867,431759,9,33.01,63.6,111.51,NA
2019-2020,Dec,26,PUNJAB,2607,HOSHIARPUR,1105006,229.038461942017,30,12,268.238310452,1225,15,4736,1181802,640669,76180,797,79,116.53655,3091.555984452,38983,41764,60678,119234,283,109413,200187,5961,2706.781124,641138,13,17.12,57.94,107.77,NA
2019-2020,Dec,26,PUNJAB,2608,ROPAR,635067,241.945018970589,34,30,302.57941061,754,18,1428,530031,315112,21407,471,41,71.99898,1656.96199411,15319,16905,23407,37308,160,44102,66046,2182,1282.3836035,356044,18,22.6,60.09,100.86,NA
2019-2020,Dec,26,PUNJAB,2614,NAWANSHAHR ,698592,243.893969652847,40,11,456.295710692,916,0,4021,782940,557480,24237,300,10,66.87491,2432.714066692,19524,21180,25428,35205,151,41381,54906,4937,1909.543446,534348,15,61.54,80.93,103.57,NA
2019-2020,Dec,26,PUNJAB,2619,SAS NAGAR MOHALI,301313,229.341618818785,27,21,0,491,22,464,305482,124285,14017,109,2,53.17699,753.774354,10934,12082,18868,28176,87,35127,53675,955,700.597364,200403,33,30.63,65.29,107.53,NA
2019-2020,Nov,26,PUNJAB,2601,GURDASPUR,721641,233.262233117388,27,36,649.0130488,870,22,2522,885408,111215,11239,790,59,93.64295,2807.9784718,32305,33711,58236,67648,61,101672,119672,3392,2065.322473,262965,15,54.99,55.63,117.95,NA
2019-2020,Nov,26,PUNJAB,2607,HOSHIARPUR,1030293,225.613040164197,28,12,219.029435342,1060,16,4722,1058729,571672,76086,698,79,107.1662,2714.826319342,37293,39795,60482,119017,236,109039,199766,5782,2388.630684,573950,13,14.98,57.91,108.03,NA
2019-2020,Nov,26,PUNJAB,2623,Fazilka,309189,232.332877937909,16,101,289.486175268,1422,6,1894,746194,427644,105280,142,48,109.99875,2133.138920468,45962,59228,89027,178331,26,120757,233509,3316,1733.6539952,365331,41,50.86,63.26,108.6,NA
2019-2020,Feb,26,PUNJAB,2601,GURDASPUR,858959,236.725294502618,32,38,1164.26684698,1485,9,2268,1231568,146633,11333,1474,60,163.20398,4242.90380198,37968,39693,60125,69645,117,106282,124531,3753,2915.432975,362663,16,52.27,52.95,117.57,NA
2019-2020,Feb,26,PUNJAB,2602,AMRITSAR,1125877,244.546823371376,30,72,86.761455388,1936,37,1514,921606,657991,64533,459,33,84.32912,2424.848772388,30568,33477,54209,82752,170,126942,200439,3450,2253.758197,375576,7,43.04,63.38,102.48,NA
2019-2020,Feb,26,PUNJAB,2607,HOSHIARPUR,1254433,229.318918516188,34,12,351.147156624,1528,11,4708,1442851,782480,76309,960,82,161.69351,3821.570975624,42314,45723,60986,119554,521,110220,201204,6236,3308.730309,790059,13,20.83,58.17,106.82,NA
2019-2020,Feb,26,PUNJAB,2608,ROPAR,719047,244.36854003412,37,32,357.801220677,845,16,1420,599651,353859,21454,531,43,81.20868,1904.368294677,16024,17785,23559,37487,305,44457,66474,2265,1465.358394,402048,18,23.49,59.26,100.95,NA
2019-2020,Feb,26,PUNJAB,2621,BARNALA,577977,244.344016729424,28,64,148.663499373,652,5,525,497686,447002,38374,335,18,80.74782,1445.477282473,17771,20869,25710,42814,52,34117,54872,1177,1216.0659631,340614,14,41.11,59.48,110.28,NA
2019-2020,Aug,26,PUNJAB,2603,FEROZEPUR                 ,591770,246.73148756239,20,55,526.51225451,1100,115,3626,668577,508552,92753,662,51,87.44739,2263.54962211,31943,39871,64882,113798,47,113645,189645,4726,1649.5899776,293138,27,46.72,52.33,106.82,NA
2019-2020,Aug,26,PUNJAB,2604,LUDHIANA,1344150,232.354235070022,25,36,417.265052375,1010,57,3739,1243689,1013336,91044,39,3,90.17715,3397.206264975,48660,52411,76399,110257,36,134357,183713,4749,2889.7640626,931126,8,33.47,53.29,104.53,NA
2019-2020,Aug,26,PUNJAB,2611,BHATINDA                  ,583625,236.298317709905,16,761,134.576160986,865,8,2307,632917,515335,94886,0,0,80.64911,1710.797494486,37544,44358,62393,116575,16,98963,169546,3172,1495.5722235,427771,16,60.56,74.25,100.32,NA
2019-2020,Aug,26,PUNJAB,2612,FARIDKOT,226343,253.828761905582,14,42,433.867629300001,199,11,1335,232349,181575,59176,137,24,49.22457,1072.8607893,15847,20223,36553,70870,10,48464,88912,1534,589.76859,133801,22,45.61,64.87,103.8,NA
2019-2020,Aug,26,PUNJAB,2615,MOGA,549499,230.590165197796,17,54,150.07725765,529,7,1498,548494,486079,98972,204,39,46.73577,1461.58624835,32009,39574,58612,109916,11,85745,153055,2027,1264.7732207,353401,17,59.04,74.37,105.19,NA
2019-2020,Aug,26,PUNJAB,2621,BARNALA,320622,231.028461960457,20,57,24.152277465,450,12,455,318997,286807,38194,289,18,37.09194,798.218080265,15256,17641,25522,42567,12,33489,53941,905,736.9738628,216012,16,40.96,63.97,111.08,NA
2019-2020,March,26,PUNJAB,2603,FEROZEPUR                 ,1168370,253.473292400185,29,68,1829.864443306,2309,41,4602,1336651,974412,93190,1180,49,216.33766,5434.255400906,44879,57574,66563,115573,381,117752,194882,6911,3388.0532976,581913,34,38.94,44.6,108.06,NA
2019-2020,March,26,PUNJAB,2604,LUDHIANA,2372221,243.069914542856,36,48,1314.782123491,2029,21,3372,2100234,1705640,91609,92,1,300.06402,6719.883132491,57351,62710,77328,111171,672,136445,185918,5401,5105.036989,1571326,9,35.26,56.78,106.56,NA
2019-2020,March,26,PUNJAB,2608,ROPAR,835979,250.43905942891,38,34,376.847338077,1016,15,1265,620708,364905,21440,567,43,89.48007,2020.822685077,16205,18011,23566,37485,345,44484,66499,2281,1554.495277,416330,18,23.88,59.41,100.95,NA
2019-2020,March,26,PUNJAB,2615,MOGA,1090494,238.68072405599,26,60,759.63557178,882,1,1421,1047419,925697,97739,593,37,68.00516,3327.62798488001,39744,50511,58927,108758,118,86207,151577,2303,2499.98725310001,674747,16,59.86,73.62,108.08,NA
2019-2020,March,26,PUNJAB,2617,MANSA,762305,204.406507932337,27,219,1035.555254233,1776,2,1650,930353,735074,75159,0,0,148.15951,3085.41684297674,33972,43053,48683,94231,196,75544,134891,3426,1901.70207874374,577705,39,57.62,60.83,103.94,NA
2019-2020,March,26,PUNJAB,2621,BARNALA,609171,252.286166736432,28,64,148.663499373,670,4,535,511238,459010,38366,335,18,80.74782,1519.194072473,17958,21134,25709,42807,57,34163,54946,1205,1289.7827531,349277,15,40.35,57.8,109.99,NA
2019-2020,March,26,PUNJAB,2622,Pathankot,648551,257.650329642374,42,34,321.805882852,611,17,966,605353,265212,14879,805,37,80.08767,1961.587552852,14115,15207,21628,29670,200,39620,55449,1577,1559.694,143342,25,48.57,70.02,109.35,NA
2019-2020,May,26,PUNJAB,2601,GURDASPUR,182109,208.945678579067,17,10,344.2700037,295,689,1698,182359,21846,10693,128,38,22.79201,748.0932637,10495,10823,49797,58602,0,88456,105598,1993,381.03125,61298,17,75.44,66.14,138.04,NA
2019-2020,May,26,PUNJAB,2604,LUDHIANA,397898,200.765315884976,14,19,351.706843604,216,231,3409,397898,326923,88587,0,2,44.5604,1195.108420204,27482,28849,73594,106978,0,130030,178692,3625,798.8411766,302443,10,44.93,61.31,100.76,NA
2019-2020,May,26,PUNJAB,2614,NAWANSHAHR ,189615,243.104759644543,18,1,119.635146815,141,81,2941,189615,142756,22980,92,7,14.42915,595.027386815,10243,10675,23203,32551,0,37234,49958,3082,460.96309,132371,17,68.75,81.34,101.07,NA
2019-2020,May,26,PUNJAB,2615,MOGA,203997,200.667332803914,10,30,150.07725765,200,84,1521,203997,180060,98114,132,35,0.68506,560.117656550001,20116,23738,57539,108608,0,83627,150354,1721,409.355338900001,136264,20,76.22,81.29,103.17,NA
2019-2020,May,26,PUNJAB,2617,MANSA,157370,174.97954985067,12,80,214.023597018,460,25,1975,157370,129690,75767,0,0,22.4858,511.874714618,12723,15018,48109,94390,0,73593,133190,2435,275.3653176,100850,46,68.09,60.15,100.83,NA
2019-2020,May,26,PUNJAB,2620,TARN TARAN,84217,371.549183639518,20,4,0,245,318,825,84154,39191,52140,98,22,2.40089,315.07439,4138,5844,43413,76106,1,109851,186041,1070,312.6735,30481,37,71.9,65.38,141.16,NA
2019-2020,Sep,26,PUNJAB,2616,MUKATSAR,553572,280.22851118197,16,117,980.711093601,1123,7,2919,554151,462302,126384,194,55,69.29946,2602.899650601,33887,46220,67636,147557,21,93435,190292,4042,1552.889097,320010,39,48.12,52.41,110.69,NA
2019-2020,Jan,26,PUNJAB,2604,LUDHIANA,2124915,237.4459832128,34,47,923.817441075,1827,24,3412,1904308,1545446,91612,64,3,197.84495,5643.365245075,55610,60556,77253,111147,354,136186,185703,5239,4521.702854,1423901,9,34.77,56.36,106.49,NA
2019-2020,Jan,26,PUNJAB,2623,Fazilka,344320,223.820698912401,18,122,338.268106868,1904,2,1530,1072638,624809,105336,230,52,175.76638,2914.820355268,57319,75961,89484,178426,58,122044,234984,3434,2400.7858684,536491,40,46.84,57.22,107.67,NA
2019-2020,April,26,PUNJAB,2604,LUDHIANA,144302,235.042625881831,10,10,136.131733124,93,395,3118,144302,120450,87877,0,2,7.70898,483.011923124,13883,14347,72700,105948,0,128780,177263,3211,339.17121,108286,11,46.75,69.9,100.54,NA
2019-2020,April,26,PUNJAB,2608,ROPAR,50470,234.573798296017,12,5,215.25522102,108,290,1215,50470,30917,20169,21,37,0.65078,334.29539702,4005,4237,20842,34251,0,40257,61485,1323,118.389396,32451,26,32.54,55.68,100.22,NA
2019-2020,April,26,PUNJAB,2609,PATIALA,127093,226.751384881617,10,24,5.2417454,606,469,2474,127130,80934,84770,0,0,17.89249,311.403271,12497,13381,80904,126856,0,109518,163299,3080,288.2690356,81183,23,59.05,62.88,106.81,NA
2019-2020,April,26,PUNJAB,2614,NAWANSHAHR ,95758,251.150410409574,12,1,119.635146815,114,113,2834,95758,70901,22901,37,7,0.02364,360.155396815,7731,8024,23054,32382,0,37043,49739,2948,240.49661,66104,17,65.47,80,101.5,NA
2019-2020,April,26,PUNJAB,2616,MUKATSAR,45492,522.440275213224,8,20,14.0275126,105,79,3253,45492,38504,125142,0,48,0.21604,251.9120826,5106,6376,66192,145329,0,89858,184641,3358,237.66853,26042,41,41.22,37.98,110.23,NA
2019-2020,April,26,PUNJAB,2623,Fazilka,27588,760.920146440481,13,3,162.904647609,208,240,2496,27588,16463,102905,0,44,23.74205,396.569347609,1999,2452,85461,172345,0,113646,221309,2704,209.92265,12767,45,45.5,37.22,107.91,NA
2019-2020,July,26,PUNJAB,2602,AMRITSAR,449405,226.205010673095,21,52,0,915,168,2085,492828,363458,63562,250,33,21.53956,1136.34119,22657,24547,52555,80901,31,123871,197057,3000,1114.80163,219274,8,48.93,58.13,102.21,NA
2019-2020,July,26,PUNJAB,2604,LUDHIANA,1009536,229.150214254409,23,35,417.265052375,535,70,4055,1083805,888783,90734,13,3,82.08271,2982.889241975,46481,49926,76054,109856,16,133741,182987,4590,2483.5414796,819468,8,31.39,49.62,104.45,NA
2019-2020,July,26,PUNJAB,2612,FARIDKOT,187311,252.601036847658,13,40,433.867629300001,185,46,1249,197136,155221,59191,99,24,39.91889,971.7540993,14579,18502,36424,70690,0,48221,88566,1434,497.96758,116023,23,48.74,63.94,103.86,NA
2019-2020,July,26,PUNJAB,2616,MUKATSAR,330240,278.573866156788,13,97,196.976485251,827,10,3032,366100,306747,126081,84,48,50.06705,1266.902459251,26522,35204,67256,146951,10,92444,188722,3859,1019.858924,211921,39,52.41,56.24,110.9,NA
2019-2020,June,26,PUNJAB,2602,AMRITSAR,338073,219.498149807882,18,38,0,542,266,2059,338073,248681,62946,169,33,1.91507,743.97905,18009,19372,51692,79971,6,122750,195861,2601,742.06398,149405,8,51.83,57.77,102.03,NA
2019-2020,June,26,PUNJAB,2603,FEROZEPUR                 ,415480,247.566755803335,17,46,403.72054966,701,211,3138,416140,328745,91932,295,50,42.3889,1476.33374726,24374,29768,63262,111542,5,110854,185557,3839,1030.2242976,186438,30,50.16,52.86,106.84,NA
2019-2020,June,26,PUNJAB,2606,KAPURTHALA,292888,221.280740245201,18,13,4.612800479,403,63,1416,292984,253427,37694,758,71,12.06266,664.992624479,15732,17169,29048,44491,10,38966,59585,1819,648.317164,208639,9,32.1,48.22,104.27,NA
2019-2020,June,26,PUNJAB,2607,HOSHIARPUR,297326,176.392899269092,17,7,32.971473914,447,537,3836,297575,150965,74962,302,79,47.58813,605.460773914,17220,18033,58427,116697,0,105102,195150,4283,524.90117,157257,14,21.77,54.77,102.71,NA
2019-2020,June,26,PUNJAB,2610,SANGRUR,334898,210.01412668932,13,36,270.208986277,220,79,3174,334898,277079,84880,217,60,26.04596,999.588056277,25423,27615,65785,104446,3,96005,142939,3394,703.33311,223319,12,54.23,76.05,105.43,NA
2019-2020,June,26,PUNJAB,2612,FARIDKOT,163757,254.973790433386,12,34,433.867629300001,77,55,1243,163757,129767,59184,83,26,30.83748,882.242539300001,12896,16327,36295,70528,0,47976,88246,1320,417.53743,97443,23,49.91,62.96,100.92,NA
2019-2020,June,26,PUNJAB,2620,TARN TARAN,169706,279.342714429272,20,14,86.3557368,303,197,840,169170,89475,52823,98,22,2.44584,561.3656468,8365,11413,44712,77843,44,111861,188638,1143,472.56407,63428,35,69.14,72.56,124.94,NA
2019-2020,June,26,PUNJAB,2621,BARNALA,165876,183.376192709495,13,42,18.429499565,351,32,427,165887,150193,38000,133,17,22.00415,344.630914365,11924,13302,25300,42239,0,33046,53286,778,304.1972648,116311,18,49.68,56.42,118.46,NA
2019-2020,June,26,PUNJAB,2623,Fazilka,136864,301.388279920398,11,22,167.309647609,447,131,2467,140197,76074,103180,15,44,29.29553,619.142504409,12583,15130,86497,174060,0,115695,224690,2914,422.5373268,73964,45,53.33,50.56,120.32,NA
2019-2020,Nov,26,PUNJAB,2608,ROPAR,593077,239.449344886676,32,30,302.57941061,724,20,1420,479688,285743,21374,421,41,63.7957,1514.98488411,14850,16326,23307,37197,125,43897,65813,2144,1148.6097735,322172,18,22.09,60.55,100.94,NA
2019-2020,Nov,26,PUNJAB,2609,PATIALA,1344381,243.093447002054,23,114,181.051412458,2425,13,2569,1266634,811482,86983,0,0,96.61451,3356.770173958,55065,63575,85723,132732,131,119389,175357,4994,3079.1042515,803388,17,60.24,76.79,102.68,NA
2019-2020,Nov,26,PUNJAB,2615,MOGA,776999,225.737030023664,21,57,321.45031167,608,1,1564,771225,681442,99073,227,39,67.72632,2130.11704147,36162,45194,58938,110125,37,86213,153304,2172,1740.9404098,490509,16,57.09,73.84,107.81,NA
2019-2020,Nov,26,PUNJAB,2616,MUKATSAR,628016,250.543074599025,19,132,1080.690524918,1199,5,3083,761270,629920,126569,289,57,114.04096,3102.040748918,38620,53562,67962,148036,59,94164,191388,4282,1907.309264,437690,38,45.03,49.46,113.77,NA
2019-2020,Nov,26,PUNJAB,2617,MANSA,444083,200.783094307745,19,184,554.64488265,1281,3,1694,539896,428918,75544,0,0,76.80765,1715.47242749374,27464,33685,48649,94648,34,75080,134726,2975,1084.01989484374,328017,39,59.53,64.74,105.65,NA
2019-2020,Nov,26,PUNJAB,2620,TARN TARAN,474738,242.10424238672,30,56,163.021536362,455,26,996,549172,258392,54030,279,30,53.70528,1546.295526362,17962,25879,48251,83759,181,116652,196245,1451,1329.56871,198354,33,63.78,73.11,125.84,NA
2019-2020,Nov,26,PUNJAB,2621,BARNALA,481469,239.605546733786,24,61,53.542531923,575,9,469,411608,369730,38335,334,18,56.79976,1096.577890723,16773,19531,25657,42755,27,33802,54396,1044,986.2355988,280746,14,40.33,62.04,109.39,NA
2019-2020,Nov,26,PUNJAB,2622,Pathankot,363830,254.911415428723,35,33,291.298668252,313,26,931,407396,184063,14638,434,36,64.1291,1393.926678252,11551,12369,21020,29000,50,38363,54087,1244,1038.49891,93528,25,46.71,72.83,113.38,NA
2019-2020,Dec,26,PUNJAB,2606,KAPURTHALA,876228,239.042344870264,36,29,30.499240879,1008,6,1436,827372,703476,38822,1742,79,50.99816,2059.266830479,22547,25363,30625,46232,393,41306,62181,2444,1977.7694296,582210,8,26.29,60.43,105.19,NA
2019-2020,Dec,26,PUNJAB,2609,PATIALA,1423844,246.20802700077,24,119,196.592762258,2688,9,2368,1360776,871164,86960,0,0,126.06366,3672.996163758,56348,65288,85827,132725,170,119659,175521,5056,3350.3397415,863912,17,60.61,77.13,102.85,NA
2019-2020,Dec,26,PUNJAB,2620,TARN TARAN,505830,242.086582340612,32,59,163.021536362,497,23,966,603056,276340,54161,324,38,54.00619,1676.945386362,18799,26944,48640,84287,254,117357,197155,1463,1459.91766,216574,32,63.11,72.23,132.02,NA
2019-2020,Dec,26,PUNJAB,2623,Fazilka,326755,223.423437454123,17,105,306.457475268,1678,4,1692,892329,519529,105417,202,52,117.59087,2417.720470468,51474,67232,89285,178462,43,121314,234114,3370,1993.6721252,438393,41,48.84,60.37,109.14,NA
2019-2020,Oct,26,PUNJAB,2601,GURDASPUR,675868,230.419109431863,25,32,646.6420288,771,74,2457,733397,95386,11219,562,59,55.90666,2392.4355248,29302,30587,57346,66731,52,100001,117984,3228,1689.886836,220025,15,56.16,56.25,118.04,NA
2019-2020,Oct,26,PUNJAB,2604,LUDHIANA,1790301,235.74053230066,28,42,635.277257975,1304,33,3638,1473716,1194802,91325,64,3,158.52305,4267.946250975,51307,55534,76849,110786,114,135171,184652,4942,3474.145943,1095857,8,32.61,53.92,104.21,NA
2019-2020,Oct,26,PUNJAB,2607,HOSHIARPUR,955579,223.091981845688,26,12,212.003314142,1006,22,4652,920773,494229,75958,615,78,101.94235,2368.116398142,35126,37326,60206,118776,157,108361,199023,5658,2054.170734,496021,12,13.15,56.95,107.57,NA
2019-2020,Oct,26,PUNJAB,2609,PATIALA,1264917,243.836993781851,21,107,122.66868413,2223,16,2666,1124772,719668,86964,0,0,95.42661,2960.70552583,52385,60213,85535,132617,85,118896,174902,4889,2742.6102317,709209,17,60,76.46,102.65,NA
2019-2020,Oct,26,PUNJAB,2610,SANGRUR,939856,241.36068090406,19,53,795.303741188,756,10,3314,786895,643396,85813,417,64,133.24306,2827.801931188,39635,44483,66917,105939,111,98823,146772,4070,1899.25513,494884,13,42.88,69.19,103.32,NA
2019-2020,Oct,26,PUNJAB,2612,FARIDKOT,278386,249.010536359019,16,52,444.402943500001,212,4,1388,291372,223987,59100,223,24,59.30997,1229.2598935,17504,22500,36686,71031,17,48724,89273,1600,725.54698,165702,21,42.02,65.19,103.9,NA
2019-2020,Oct,26,PUNJAB,2614,NAWANSHAHR ,624808,237.331807478898,34,7,426.637620392,734,0,4064,636190,458022,24112,230,10,50.77393,1987.292776392,18302,19717,25212,34958,77,40877,54316,4798,1509.881226,435187,14,62.57,81.71,101.04,NA
2019-2020,Oct,26,PUNJAB,2616,MUKATSAR,590794,263.656172340805,17,121,1080.690524918,1172,6,2963,644885,535698,126511,210,57,86.61372,2867.583351918,36200,49834,67834,147872,33,93901,191044,4135,1700.279107,367707,38,45.51,50.06,111.05,NA
2019-2020,Oct,26,PUNJAB,2618,FATEHGARH SAHIB,1018025,245.310811133377,36,157,350.860782224,987,0,1526,879769,676037,42964,0,0,64.91497,2573.944222224,24421,27343,33757,55676,149,50449,78472,2513,2158.16847,661390,9,38.3,66.28,100.13,NA
2019-2020,May,26,PUNJAB,2610,SANGRUR,163051,214.370620235386,10,12,261.414682405,169,136,2710,163051,134161,84076,39,54,24.03412,634.982242405,16221,17157,65019,103354,0,94601,140974,2879,349.53344,105464,14,49.52,62.52,102.88,NA
2019-2020,May,26,PUNJAB,2621,BARNALA,87376,174.156226881524,10,34,18.429499565,261,49,345,87376,79544,37896,37,17,14.69188,185.292124365,8439,9174,25186,42052,0,32861,52986,606,152.1707448,62567,23,46.6,42.79,112.96,NA
2019-2020,May,26,PUNJAB,2623,Fazilka,75961,401.193020102421,11,11,167.309647609,347,156,2423,75961,42830,103091,0,44,26.87077,498.930647609,6738,8131,85677,172704,0,114092,222015,2770,304.75023,40275,45,52.29,45.67,118.54,NA
2019-2020,Jan,26,PUNJAB,2602,AMRITSAR,1064379,243.857414444792,29,71,59.086831688,1904,38,1518,882588,632219,64500,436,33,84.24734,2295.590448688,30057,32879,54145,82688,161,126678,200144,3422,2152.256277,361875,7,43.41,63.28,102.58,NA
2019-2020,Jan,26,PUNJAB,2603,FEROZEPUR                 ,848307,245.110607360952,27,65,1375.087863706,1929,50,3827,1158899,848352,93377,1028,49,171.92282,4387.595061306,41977,53451,66387,115571,273,116200,193071,5756,2840.5843776,504846,27,40.12,46.06,108.18,NA
2019-2020,Jan,26,PUNJAB,2610,SANGRUR,1145850,244.695989382208,24,65,1056.539022451,1163,9,3122,1074423,874412,85915,514,66,182.0651,3867.674112451,44410,50618,67194,106142,268,99883,148251,4285,2629.06999,678959,13,46.43,69.9,102.5,NA
2019-2020,Jan,26,PUNJAB,2611,BHATINDA                  ,871501,246.997019038581,23,887,483.821285909,1596,5,2000,1011630,813655,95022,0,0,165.48504,3148.002269609,43356,52641,62720,116957,151,100022,171051,3596,2498.6959437,669732,17,54.87,65.68,100.83,NA
2019-2020,Oct,26,PUNJAB,2602,AMRITSAR,879885,238.907665654198,25,67,0,1466,53,1822,718047,524006,64198,334,33,52.40176,1767.871086,27785,30262,53574,82044,81,125211,198559,3288,1715.469326,304259,7,44.41,61.76,102.3,NA
2019-2020,Oct,26,PUNJAB,2603,FEROZEPUR                 ,738363,243.368757446115,23,60,1234.552220236,1542,71,3556,833992,619837,93016,873,51,98.86558,3363.093767836,35609,44829,65541,114600,100,114907,191425,5098,2029.6759676,360341,27,43.22,49.22,106.81,NA
2019-2020,Oct,26,PUNJAB,2606,KAPURTHALA,768306,232.103089204012,31,26,30.499240879,807,6,1472,690877,587766,38726,1405,79,44.56727,1678.613370479,21670,24267,30455,46078,201,40999,61868,2279,1603.5468596,487418,8,26.55,60.21,105.17,NA
